Chapter,Pattern,Page,Type,Kanji,Kana,Meaning
5,76,136,Example,あの人はよく食べるばかりでなくよく飲む。,あのひとはよくたべるばかりでなくよくのむ。,He not only eats a lot but also drinks a lot.
5,76,136,Example,今日は買い物をしたばかりでなく映画も見ました。,きょうはかいものをしたばかりでなくえいがもみました。,"Today, not only did I do some shopping, I also saw a movie."
5,76,137,Practice,サム（さん）はよく勉強するばかりでなくよく遊ぶ/遊びます。,サム（さん）はよくべんきょうするばかりでなくよくあそぶ/あそびます。,Sam not only studies hard but also plays a lot.
5,76,137,Practice,毎日復習するばかりでなく予習もする/します。,まいにちふくしゅうするばかりでなくよしゅうもする/します。,"I not only review (for class) every day, but also do prep work."
5,76,137,Practice,彼は掃除機を直したばかりでなく台所の壁も塗った/塗りました。,かれはそうじきをなおしたばかりでなくだいどころのかべもぬった/ぬりました。,"Not only did he fix the vacuum cleaner, he also painted the kitchen walls."
6,77,138,Pattern,図書館へ本を返しに行った/行きました。,としょかんへほんをかえしにいった/いきました。,I went to the library to return some books.
6,77,138,Example,ジャクソンさんはコーヒーを飲みに喫茶店に入った。OR ジャクソンさんは喫茶店にコーヒーを飲みに入った。,ジャクソンさんはコーヒーをのみにきっさてんにはいった。OR ジャクソンさんはきっさてんにコーヒーをのみにはいった。,Mr. Jackson entered a coffee shop to drink coffee.
6,77,138,Example,サンドラさんは日本語を勉強しに日本へ来ました。OR サンドラさんは日本へ日本語を勉強しに来ました。,サンドラさんはにほんごをべんきょうしににほんへきました。OR サンドラさんはにほんへにほんごをべんきょうしにきました。,Sandra came to Japan to study Japanese.
6,77,139,Example,私達は日曜日にバスで観光に行きます。,わたしたちはにちようびにバスでかんこうにいきます。,We'll go sightseeing by bus on Sunday.
6,77,139,Practice,電車の切符を買いに駅へ行った/行きました。OR 駅へ電車の切符を買いに行った/行きました。,でんしゃのきっぷをかいにえきへいった/いきました。OR えきへでんしゃのきっぷをかいにいった/いきました。,I went to the station to buy a train ticket.
6,77,139,Practice,学生が質問しに来た/来ました。,がくせいがしつもんしにきた/きました。,A student came to ask questions.
6,77,139,Practice,明日友達と展覧会に行く/行きます。OR 明日展覧会に友達と行く/行きます。,あしたともだちとてんらんかいにいく/いきます。OR あしたてんらんかいにともだちといく/いきます。,I'll go to the exhibition with my friend tomorrow.
6,78,140,Pattern,森田さんは会社に行くのに地下鉄を使っている/使っています。,もりたさんはかいしゃにいくのにちかてつをつかっている/つかっています。,Mr. Morita is using the subway to get to the company.
6,78,140,Example,日本語で作文を書くのに辞書が要ります。,にほんごでさくぶんをかくのにじしょがいります。,I need a dictionary to write compositions in Japanese.
6,78,140,Example,ここから空港へ行くのに１時間かかる。,ここからくうこうへいくのにいちじかんかかる。,It takes me one hour to get to the airport from here.
6,78,140,Example,ここは住むのにいい所です。,ここはすむのにいいところです。,This is a good place to live.
6,78,141,Practice,日本人は食べるのにはしを使う/使います。,にほんじんはたべるのにはしをつかう/つかいます。,Japanese people use chopsticks to eat.
6,78,141,Practice,レポートの間違いを直すのに３０分かかった/かかりました。,レポートのまちがいをなおすのにさんじゅっぷんかかった/かかりました。,It took me thirty minutes to correct the errors in the report.
6,78,141,Practice,デパートは買い物するのに便利な所だ/です。,デパートはかいものするのにべんりなところだ/です。,A department store is a convenient place to shop.
6,79,141,Pattern,彼は旅行するためにアルバイトしている/アルバイトしています。,かれはりょこうするためにアルバイトしている/アルバイトしています。,He is working part-time in order to travel.
6,79,142,Example,結婚するために/結婚するのにお金をためています。,けっこんするために/けっこんするのにおかねをためています。,I am saving money in order to get married.
6,79,142,Example,スコット（さん）は日本の新聞を訳すために/のに辞書を買った。,スコット（さん）はにほんのしんぶんをやくすために/のにじしょをかった。,Scott bought a dictionary in order to translate Japanese newspapers.
6,79,142,Example,ジュンは試験に合格するためによく勉強した。,ジュンはしけんにごうかくするためによくべんきょうした。,June studied hard in order to pass the exam.
6,79,143,Practice,生きるために食べる/食べます。,いきるためにたべる/たべます。,We eat in order to live.
6,79,143,Practice,彼は家族を養うために/養うのによく働いています/働いている。,かれはかぞくをやしなうために/やしなうのによくはたらいています/はたらいている。,He is working hard to support his family.
6,79,143,Practice,正夫（さん）は新しいコンピューターを買うために/買うのにアルバイトした/アルバイトしました。,まさお（さん）はあたらしいコンピューターをかうために/かうのにアルバイトした/アルバイトしました。,Masao worked part-time in order to buy a new computer.
6,80,143,Pattern,雪で列車が止まった/止まりました。,ゆきでれっしゃがとまった/とまりました。,The train stopped due to the snow.
6,80,143,Example,ビルは病気で学校を休んだ。,ビルはびょうきでがっこうをやすんだ。,Bill was absent from school due to illness.
6,80,143,Example,強い風で木がたくさん倒れました。,つよいかぜできがたくさんたおれました。,Many trees fell due to the strong wind.
6,80,144,Example,三島さんは不注意で車の事故を起こした。,みしまさんはふちゅういでくるまのじこをおこした。,Mr. Mishima caused a car accident due to carelessness.
6,80,144,Practice,彼女は暑さで倒れた/倒れました。,かのじょはあつさでたおれた/たおれました。,She collapsed due to the heat.
6,80,144,Practice,地震で大勢の人が死んだ/死にました。,じしんでおおぜいのひとがしんだ/しにました。,Many people died due to the earthquake.
6,80,144,Practice,木原さんは病気で入院した/入院しました。,きはらさんはびょうきでにゅういんした/にゅういんしました。,Mr. Kihara was hospitalized due to illness.
6,81,144,Pattern,熱が下がるように薬を飲む/飲みます。,ねつがさがるようにくすりをのむ/のみます。,I'll take medicine so that my fever goes down.
6,81,145,Example,電車に間に合うように駅へタクシーで行きました。,でんしゃにまにあうようにえきへタクシーでいきました。,I went to the station by taxi so that I would be there in time for the train.
6,81,145,Example,目的を達成するようにがんばっています。,もくてきをたっせいするようにがんばっています。,We are doing our best to achieve our goal.
6,81,145,Example,マイクは学校に遅れないように毎朝早く起きる。,マイクはがっこうにおくれないようにまいあさはやくおきる。,Mike gets up early every morning so as not to be late for school.
6,81,145,Example,忘れないようにメモをとった。,わすれないようにメモをとった。,I made a note so that I wouldn't forget.
6,81,146,Practice,風邪を引かないようにコートを着た/着ました。,かぜをひかないようにコートをきた/きました。,I wore a coat so that I wouldn't catch a cold.
6,81,146,Practice,ジム（さん）は試験に合格するようにがんばった/がんばりました。,ジム（さん）はしけんにごうかくするようにがんばった/がんばりました。,Jim did hist best so that he would pass the exam.
6,81,146,Practice,ダン（さん）は明がわかるようにゆっくり英語で話した/話しました。,ダン（さん）はあきらがわかるようにゆっくりえいごではなした/はなしました。,Dan spoke slowly in English so that Akira would understand.
6,82,146,Pattern,彼が釣りに行くから、私も行く/行きます。,かれがつりにいくから、わたしもいく/いきます。,"He's going fishing, so I'll go, too."
6,82,146,Pattern,食べすぎたから/ので眠くなった/眠くなりました。,たべすぎたから/のでねむくなった/ねむくなりました。,I'm sleepy because I ate too much.
6,82,147,Example,春子（さん）がレセプションに出席しないから、私も（出席）しない。,はるこ（さん）がレセプションにしゅっせきしないから、わたしも（しゅっせき）しない。,"Haruko won't attend the reception, so I won't, either."
6,82,147,Example,ノラ（さん）はよく勉強したから/ので、成績が上がった。,ノラ（さん）はよくべんきょうしたから/ので、せいせきがあがった。,Nora's grades went up because she studied hard.
6,82,147,Example,途中で事故がありましたので会議に遅れました。,とちゅうでじこがありましたのでかいぎにおくれました。,"There was an accident along the way, so I was late for the meeting."
6,82,148,Practice,姉がハンドバッグを買うから私も買う/買います。,あねがハンドバッグをかうからわたしもかう/かいます。,"My older sister is going to buy a purse, so I'll buy one, too."
6,82,148,Practice,京都で時間があったから/あったので、岡野先生を訪ねた/訪ねました。,きょうとでじかんがあったから/あったので、おかのせんせいをたずねた/たずねました。,"Because I had time in Kyoto, I visited Professor Okano."
6,82,148,Practice,ジム（さん）は風邪を引いたから/引いたので学校を休んだ/休みました。,ジム（さん）はかぜをひいたから/ひいたのでがっこうをやすんだ/やすみました。,Jim caught a cold; that's why he was absent from school.
6,83,148,Pattern,水が冷たいから/ので泳がない/泳ぎません。,みずがつめたいから/のでおよがない/およぎません。,"The water is cold, so I won't swim (in it)."
6,83,148,Pattern,花がきれいだったから/ので写真を撮った/撮りました。,はながきれいだったから/のでしゃしんをとった/とりました。,"The flowers were pretty, so I took a picture of them."
6,83,148,Example,その日は忙しいから行きません。,そのひはいそがしいからいきません。,"I am busy that day, so I will not go."
6,83,149,Example,この公園は静かだから/静かなのでよく本を読みに来る。,このこうえんはしずかだから/しずかなのでよくほんをよみにくる。,"Because this park is quiet, I often come here to read books."
6,83,149,Example,この人形は安い/安かったから/ので買いました。,このにんぎょうはやすい/やすかったから/のでかいました。,"As for this doll, I bought it because it was inexpensive."
6,83,149,Practice,天気が悪いからテニスをしない/しません。,てんきがわるいからテニスをしない/しません。,"The weather is bad, so I won't play tennis."
6,83,149,Practice,あの画家は有名だから/有名なので彼の絵は高い/高いです。,あのがかはゆうめいだから/ゆうめいなのでかれのえはたかい/たかいです。,"That painter is famous, so his paintings are expensive."
6,83,149,Practice,暑い/暑かったから/ので窓を開けたまま寝た/寝ました。,あつい/あつかったから/のでまどをあけたままねた/ねました。,"It was hot, so I slept with the windows open."
6,84,150,Pattern,どうして/なぜパーティーに行かないのですか。明日試験があるのです。,どうして/なぜパーティーにいかないのですか。あしたしけんがあるのです。,Why won't you go to the party? I have an exam tomorrow.
6,84,150,Example,なぜ授業に遅れたのですか。目覚まし時計が鳴らなかったのです。,なぜじゅぎょうにおくれたのですか。めざましどけいがならなかったのです。,Why were you late for class? My alarm clock didn't go off.
6,84,150,Example,何を読んでいるんですか。探偵小説を読んでいるんです。とてもおもしろいんですよ。,なにをよんでいるんですか。たんていしょうせつをよんでいるんです。とてもおもしろいんですよ。,What are you reading? I'm reading a detective novel. It's very interesting.
6,84,151,Example,どうしてゆうべ来なかったんだ？息子が急に病気になったんだ。,どうしてゆうべこなかったんだ？むすこがきゅうにびょうきになったんだ。,Why didn't you come last night? My son suddenly got ill.
6,84,151,Example,安子さん、どうして食べないの？おいしくないの。,やすこさん、どうしてたべないの？おいしくないの。,"Yasuko, why don't you eat? (The food) doesn't taste good."
6,84,152,Practice,なぜ/どうしてあの女の子は泣いているのですか。寂しいのです。,なぜ/どうしてあのおんなのこはないているのですか。さびしいのです。,Why is that girl crying? She's lonely.
6,84,152,Practice,どうして病気になったんだ？飲みすぎたんだ。,どうしてびょうきになったんだ？のみすぎたんだ。,(man speaking) Why did you become ill? (man replying) I drank too much.
6,84,152,Practice,和子さん、だれを待っているの？彼を待っているの。,かずこさん、だれをまっているの？かれをまっているの。,"(woman speaking) Kazuko, who are you waiting for? (woman replying) I'm waiting for my boyfriend."
7,85,153,Pattern,もっと練習しなさい。,もっとれんしゅうしなさい。,Practice some more.
7,85,153,Example,寒いからこれを着なさい。,さむいからこれをきなさい。,"Wear this, since it is cold."
7,85,153,Example,寝る前に歯を磨きなさい。,ねるまえにはをみがきなさい。,Brush your teeth before you go to bed.
7,85,153,Example,もう一度この課を復習しなさい。,もういちどこのかをふくしゅうしなさい。,Review this lesson once more.
7,85,154,Practice,できるだけ日本語で話しなさい。,できるだけにほんごではなしなさい。,Speak in Japanese as much as possible.
7,85,154,Practice,風が強いから気をつけなさい。,かぜがつよいからきをつけなさい。,Be careful; the wind is strong.
7,85,154,Practice,ベルが鳴るまで教室で勉強しなさい。,ベルがなるまできょうしつでべんきょうしなさい。,Study in the classroom until the bell rings.
7,86,154,Pattern,どうぞこちらでお待ちください。,どうぞこちらでおまちください。,Please wait here.
7,86,155,Example,どうぞお入りください。,どうぞおはいりください。,Please come in.
7,86,155,Example,どうぞいい週末をお過ごしください。,どうぞいいしゅうまつをおすごしください。,Have a nice weekend.
7,86,155,Example,どうぞもう一度ご説明ください。,どうぞもういちどごせつめいください。,Please explain once more.
7,86,156,Practice,どうぞお座りください。,どうぞおすわりください。,Please sit down.
7,86,156,Practice,（どうぞ）このデータをお調べください。,（どうぞ）このデータをおしらべください。,Please check this data.
7,86,156,Practice,どうぞご質問ください。,どうぞごしつもんください。,Please ask questions.
7,87,156,Pattern,ドアを閉めてください。,ドアをしめてください。,Please close the door.
7,87,156,Example,この漢字の意味を教えてください。,このかんじのいみをおしえてください。,Please tell me the meaning of this kanji.
7,87,156,Example,忙しいから手伝ってください。,いそがしいからてつだってください。,"I'm busy, so please help me."
7,87,156,Example,３時までにこの小包を出してください。,さんじまでにこのこづつみをだしてください。,Please mail this package by 3 o'clock.
7,87,157,Practice,時間がないから急いでください。,じかんがないからいそいでください。,"There's no time, so please hurry."
7,87,157,Practice,このいすを会議室に運んでください。,このいすをかいぎしつにはこんでください。,Please carry this chair to the conference room.
7,87,157,Practice,明日までにこの仕事を済ませてください。,あしたまでにこのしごとをすませてください。,Please finish this work by tomorrow.
7,88,157,Pattern,この通りに車を止めないでください。,このとおりにくるまをとめないでください。,Please don't park your car on this street.
7,88,158,Example,電車の中で携帯電話を使わないでください。,でんしゃのなかでけいたいでんわをつかわないでください。,Please don't use your cell phones on the train.
7,88,158,Example,寒いから窓を開けないでください。,さむいからまどをあけないでください。,"It's cold, so please don't open the window."
7,88,158,Example,この書類はまだ捨てないでください。,このしょるいはまだすてないでください。,Please don't throw away these papers yet.
7,88,158,Practice,約束を忘れないでください。,やくそくをわすれないでください。,Please don't forget your promise.
7,88,158,Practice,この部屋でたばこを吸わないでください。,このへやでたばこをすわないでください。,Please don't smoke in this room.
7,88,158,Practice,大声で話さないでください。,おおごえではなさないでください。,Please don't talk loudly.
7,89,159,Pattern,辞書を貸してくださいませんか。,じしょをかしてくださいませんか。,Would you please lend me your dictionary?
7,89,159,Example,その見本を見せてくださいませんか。,そのみほんをみせてくださいませんか。,Would you please show me that sample?
7,89,159,Example,推薦状を書いてくださいませんか。,すいせんじょうをかいてくださいませんか。,Would you please write a letter of recommendation?
7,89,159,Example,ピクニックの場所を変えてくださいませんか。,ピクニックのばしょをかえてくださいませんか。,Would you please change the place for the picnic?
7,89,160,Practice,卒業式に出席してくださいませんか。,そつぎょうしきにしゅっせきしてくださいませんか。,Would you please attend the graduation ceremony?
7,89,160,Practice,注文を取り消してくださいませんか。,ちゅうもんをとりけしてくださいませんか。,Would you please cancel the order?
7,89,160,Practice,明日３時までに連絡してくださいませんか。,あしたさんじまでにれんらくしてくださいませんか。,Would you please contact me by 3 o'clock tomorrow?
7,90,160,Pattern,ここに雑誌を置かないでくださいませんか。,ここにざっしをおかないでくださいませんか。,Would you please not leave magazines here?
7,90,160,Example,この建物の中で写真を撮らないでくださいませんか。,このたてもののなかでしゃしんをとらないでくださいませんか。,Would you please not take pictures in this building?
7,90,161,Example,黒板の漢字を消さないでくださいませんか。,こくばんのかんじをけさないでくださいませんか。,Would you please not erase the kanji on the blackboard?
7,90,161,Example,この事は、まだ発表しないでくださいませんか。,このことは、まだはっぴょうしないでくださいませんか。,"As for this matter, would you please not announce it yet?"
7,90,161,Practice,この机を動かさないでくださいませんか。,このつくえをうごかさないでくださいませんか。,Would you please not move this desk?
7,90,161,Practice,この事は、今決めないでくださいませんか。,このことは、いまきめないでくださいませんか。,"As for this issue, would you please not decide on it now?"
7,90,161,Practice,今晩の宴会に遅れないでくださいませんか。,こんばんのえんかいにおくれないでくださいませんか。,Would you please not be late for tonight's banquet?
7,91,162,Pattern,竹田さんに来る/来ないように言ってください。,たけださんにくる/こないようにいってください。,Please tell Ms. Takeda to come/not to come.
7,91,162,Example,ミラーさんにこの記事を英語に訳すように頼んでください。,ミラーさんにこのきじをえいごにやくすようにたのんでください。,Please ask Mr. Miller to translate this article into English.
7,91,162,Example,子供達に遅くまで起きていないように言ってください。,こどもたちにおそくまでおきていないようにいってください。,Please tell the children not to stay up late.
7,91,162,Example,小島さんにマラソンに参加するように勧めてくださいませんか。,こじまさんにマラソンにさんかするようにすすめてくださいませんか。,Would you please advise Mr. Kojima to participate in the marathon?
7,91,163,Practice,学生にレポートを提出するように言ってください。,がくせいにレポートをていしゅつするようにいってください。,Please tell the students to submit their reports.
7,91,163,Practice,生徒達に廊下を走らないように言ってください。,せいとたちにろうかをはしらないようにいってください。,Please tell the students not to run in the hallway.
7,91,163,Practice,林さんにこのコンピューターを使わないように頼んでくださいませんか。,はやしさんにこのコンピューターをつかわないようにたのんでくださいませんか。,Would you please ask Ms. Hayashi not to use this computer?
7,92,163,Pattern,パレードを見に行こう/行きましょう。,パレードをみにいこう/いきましょう。,Let's go to see the parade.
7,92,164,Example,ここでしばらく休みましょう。,ここでしばらくやすみましょう。,Let's rest here for a while.
7,92,164,Example,バーで村田さんの昇進を祝おう。,バーでむらたさんのしょうしんをいわおう。,Let's celebrate Mr. Murata's promotion at the bar.
7,92,165,Example,試験に落第しないようによく勉強しましょう。,しけんにらくだいしないようによくべんきょうしましょう。,Let's study hard so that we won't fail the exam.
7,92,165,Practice,今晩外食しよう/外食しましょう。,こんばんがいしょくしよう/がいしょくしましょう。,Let's dine out tonight.
7,92,165,Practice,会議が終わるまでここで待とう/待ちましょう。,かいぎがおわるまでここでまとう/まちましょう。,Let's wait here until the meeting is over.
7,92,165,Practice,お客さまが来るから、お菓子を買っておこう/買っておきましょう。,おきゃくさまがくるから、おかしをかっておこう/かっておきましょう。,"Let's buy sweets (in advance), since guests are coming."
7,93,165,Pattern,新しい車は買わないでおこう/買わないでおきましょう。,あたらしいくるまはかわないでおこう/かわないでおきましょう。,Let's not buy a new car.
7,93,166,Example,暖かいからヒーターをつけないでおきましょう。,あたたかいからヒーターをつけないでおきましょう。,"It's warm, so let's not turn on the heater."
7,93,166,Example,今、混んでいるから地下鉄に乗らないでおこう。,いま、こんでいるからちかてつにのらないでおこう。,"Let's not take the subway, because it's crowded now."
7,93,166,Example,この事は、矢野さんが帰るまで決めないでおきましょう。,このことは、やのさんがかえるまできめないでおきましょう。,"As for this issue, let's not decide on it until Mr. Yano returns."
7,93,166,Practice,子供達はパーティーに連れて行かないでおこう/連れて行かないでおきましょう。,こどもたちはパーティーにつれていかないでおこう/つれていかないでおきましょう。,Let's not take the children to the party.
7,93,166,Practice,寒くないからコートは持って行かないでおこう/持って行かないでおきましょう。,さむくないからコートはもっていかないでおこう/もっていかないでおきましょう。,"It's not cold, so let's not take coats with us."
7,93,167,Practice,雨が止むまで出掛けないでおこう/出掛けないでおきましょう。,あめがやむまででかけないでおこう/でかけないでおきましょう。,Let's not leave until the rain stops.
7,94,167,Pattern,サンドイッチでも食べようか/食べましょうか。,サンドイッチでもたべようか/たべましょうか。,Shall we have sandwiches (or something)?
7,94,167,Example,コーヒーでも飲もうか。,コーヒーでものもうか。,Shall we have coffee or something?
7,94,167,Example,雨が降っているからタクシーで行きましょうか。,あめがふっているからタクシーでいきましょうか。,"Shall we go by taxi, since it's raining?"
7,94,167,Example,私達の先生をパーティーに招待しませんか。,わたしたちのせんせいをパーティーにしょうたいしませんか。,Wouldn't you (like to) invite our teacher to the party?
7,94,168,Practice,あのギフトショップでお土産でも買おうか/買いましょうか。,あのギフトショップでおみやげでもかおうか/かいましょうか。,Shall we buy souvenirs (or something) at that gift shop?
7,94,168,Practice,やかましいからテレビを消そうか/消しましょうか。,やかましいからテレビをけそうか/けしましょうか。,"Shall I turn off the TV, since it's noisy?"
7,94,168,Practice,私達と一緒にピクニックに行きませんか。,わたしたちといっしょにピクニックにいきませんか。,Wouldn't you like to go to the picnic with us?
7,95,168,Pattern,先生に聞いたらどう？,せんせいにきいたらどう？,How about asking your teacher?
7,95,169,Example,寝る前に薬を飲んだらどう？,ねるまえにくすりをのんだらどう？,How about taking medicine before going to bed?
7,95,169,Example,もう少し待ったら？,もうすこしまったら？,How about waiting a little longer?
7,95,169,Example,現金で払ったら？,げんきんではらったら？,How about paying in cash?
7,95,169,Practice,プールで泳いだら（どう）？,プールでおよいだら（どう）？,How about swimming in the pool?
7,95,169,Practice,大学で英語を教えたら（どう）？,だいがくでえいごをおしえたら（どう）？,How about teaching English at a college?
7,95,169,Practice,パーティーで日本の歌を歌ったら（どう）？,パーティーでにほんのうたをうたったら（どう）？,How about singing Japanese songs at the party?
7,96,170,Pattern,もっと野菜を食べたほうがいい/いいです。,もっとやさいをたべたほうがいい/いいです。,You had better eat more vegetables.
7,96,170,Example,ビルはもっと漢字を勉強したほうがいいね。,ビルはもっとかんじをべんきょうしたほうがいいね。,"Bill had better study kanji harder, don't you think?"
7,96,170,Example,フライトに遅れないように急いだほうがいいですよ。,フライトにおくれないようにいそいだほうがいいですよ。,You had better hurry so that you won't be late for your flight.
7,96,170,Example,今パスポートを申請しておいたほうがいい。,いまパスポートをしんせいしておいたほうがいい。,You had better apply for a passport now (in advance).
7,96,171,Practice,あの劇はおもしろいから、見に行ったほうがいい/いいです。,あのげきはおもしろいから、みにいったほうがいい/いいです。,"That play is interesting, so you had better go to see it."
7,96,171,Practice,ローンをきちんと払ったほうがいい/いいですよ。,ローンをきちんとはらったほうがいい/いいですよ。,You had better pay off the loan regularly.
7,96,171,Practice,コンサートの切符を買っておいたほうがいい/いいですね。,コンサートのきっぷをかっておいたほうがいい/いいですね。,We had better buy the concert tickets in advance.
7,97,171,Pattern,コーヒーを飲みすぎないほうがいい/いいです。,コーヒーをのみすぎないほうがいい/いいです。,You had better not drink too much coffee.
7,97,171,Example,危険だからあの山には登らないほうがいい。,きけんだからあのやまにはのぼらないほうがいい。,"You had better not climb that mountain, as it is dangerous."
7,97,172,Example,あんな男とは付き合わないほうがいいよ。,あんなおとことはつきあわないほうがいいよ。,You had better not associate with that kind of man.
7,97,172,Example,課長の意見に反対しないほうがいいですね。,かちょうのいけんにはんたいしないほうがいいですね。,We had better not oppose the section chief's opinion.
7,97,172,Practice,まだ帰らないほうがいい/いいですね。,まだかえらないほうがいい/いいですね。,You had better not go home yet.
7,97,172,Practice,彼の言葉を信じないほうがいい/いいですよ。,かれのことばをしんじないほうがいい/いいですよ。,You had better not believe his words.
7,97,172,Practice,あんなアパートは借りないほうがいい/いいですね。,あんなアパートはかりないほうがいい/いいですね。,We had better not rent that kind of apartment.
7,98,173,Pattern,鉛筆で書いてもいい/いいです。,えんぴつでかいてもいい/いいです。,It is all right if you write in pencil.
7,98,173,Pattern,値段は高くてもいい/いいです。,ねだんはたかくてもいい/いいです。,It is all right if the price is high.
7,98,173,Example,明日休んでもいいですよ。,あしたやすんでもいいですよ。,It is all right if you take a day off tomorrow.
7,98,173,Example,この雑誌を借りてもかまいませんか。,このざっしをかりてもかまいませんか。,Do you mind if I borrow this magazine?
7,98,174,Example,家具は新しくなくてもいいです。,かぐはあたらしくなくてもいいです。,It is all right if the furniture is not new.
7,98,174,Example,試験を受けなくてもよろしいですか。,しけんをうけなくてもよろしいですか。,Is it all right if I don't take the exam?
7,98,174,Practice,入ってもいいですか/かまいませんか。,はいってもいいですか/かまいませんか。,May I come in?
7,98,174,Practice,会議に出席しなくてもいい/いいです。,かいぎにしゅっせきしなくてもいい/いいです。,It is all right if you don't attend the meeting.
7,98,174,Practice,このいすを使ってもかまいませんか。,このいすをつかってもかまいませんか。,Is it all right if I use this chair?
7,98,174,Practice,部屋は広くなくてもいい/いいです。,へやはひろくなくてもいい/いいです。,It is all right if the room is not large.
7,99,175,Pattern,この部屋でテレビを見てはいけない/いけません。,このへやでテレビをみてはいけない/いけません。,You must not watch TV in this room.
7,99,175,Example,水が汚いから川で泳いではいけません。,みずがきたないからかわでおよいではいけません。,"The water is dirty, so you must not swim in the river."
7,99,175,Example,テレビをつけたまま寝てはだめですよ。,テレビをつけたままねてはだめですよ。,You must not go to bed leaving the TV on.
7,99,175,Example,まだこの書類を捨てては困ります。,まだこのしょるいをすててはこまります。,You must not throw away these papers yet.
7,99,176,Practice,今仕事を辞めてはいけない/いけません。,いましごとをやめてはいけない/いけません。,You must not quit your job now.
7,99,176,Practice,私の言葉を誤解してはいけない/いけません。,わたしのことばをごかいしてはいけない/いけません。,You must not misunderstand my words.
7,99,176,Practice,道の右側を運転してはいけない/いけません。,みちのみぎがわをうんてんしてはいけない/いけません。,You must not drive on the right side of the street.
7,100,176,Pattern,毎朝早く起きなければならない/なりません。,まいあさはやくおきなければならない/なりません。,I have to get up early every morning.
7,100,176,Pattern,オフィスは広くなければならない/なりません。,オフィスはひろくなければならない/なりません。,The office must be spacious.
7,100,176,Pattern,学校は安全でなければならない/なりません。,がっこうはあんぜんでなければならない/なりません。,Schools must be safe.
7,100,177,Example,帰りにスーパーに寄らなければなりません。,かえりにスーパーによらなければなりません。,I must stop by a supermarket on the way home.
7,100,177,Example,果物は新しくなければならない。,くだものはあたらしくなければならない。,Fruit must be fresh.
7,100,177,Example,ホテルは静かでなければならない。,ホテルはしずかでなければならない。,The hotel must be quiet.
7,100,178,Practice,店員は親切でなければならない/なりません。,てんいんはしんせつでなければならない/なりません。,Store clerks must be kind.
7,100,178,Practice,私は旅行を延期しなければならない/なりません。,わたしはりょこうをえんきしなければならない/なりません。,I have to postpone my trip.
7,100,178,Practice,相撲取りは大きくなければならない/なりません。,すもうとりはおおきくなければならない/なりません。,Sumo wrestlers must be big.
7,101,178,Pattern,今晩宿題をしなくてもいい/いいです。,こんばんしゅくだいをしなくてもいい/いいです。,I don't have to do homework tonight.
7,101,178,Pattern,レポートは詳しくなくてもいい/いいです。,レポートはくわしくなくてもいい/いいです。,The report doesn't have to be detailed.
7,101,178,Pattern,式は豪華でなくてもいい/いいです。,しきはごうかでなくてもいい/いいです。,The ceremony doesn't have to be gorgeous.
7,101,179,Example,忙しくないから残業しなくてもいいです。,いそがしくないからざんぎょうしなくてもいいです。,"We are not busy, so we don't have to work overtime."
7,101,179,Example,この仕事は明日までに済ませなくてもいいですよ。,このしごとはあしたまでにすませなくてもいいですよ。,You don't have to finish this work by tomorrow.
7,101,179,Example,アパートは駅に近くなくてもいい。,アパートはえきにちかくなくてもいい。,The apartment doesn't have to be near the station.
7,101,179,Example,ホテルは高級でなくてもいいです。,ホテルはこうきゅうでなくてもいいです。,The hotel doesn't have to be high-class.
7,101,180,Practice,寒くないからヒーターをつけなくてもいい/いいです。,さむくないからヒーターをつけなくてもいい/いいです。,"It's not cold, so we don't have to turn on the heater."
7,101,180,Practice,作文は長くなくてもいい/いいです。,さくぶんはながくなくてもいい/いいです。,The composition doesn't have to be long.
7,101,180,Practice,答えは完全でなくてもいい/いいです。,こたえはかんぜんでなくてもいい/いいです。,The answers don't have to be perfect.
8,102,181,Pattern,ヒルさんは中国語を話すことができる/できます。,ヒルさんはちゅうごくごをはなすことができる/できます。,Mr. Hill can speak Chinese.
8,102,182,Example,彼女はショパンを弾くことができる/ショパンが弾ける。,かのじょはショパンをひくことができる/ショパンがひける。,She can play Chopin.
8,102,182,Example,博物館まで車で１０分で行くことができます/行けます。,はくぶつかんまでくるまでじゅっぷんでいくことができます/いけます。,You can get to the museum in ten minutes by car.
8,102,182,Example,ブラウンさんは日本語で演説することができる/演説ができる。,ブラウンさんはにほんごでえんぜつすることができる/えんぜつができる。,Mr. Brown can make speeches in Japanese.
8,102,182,Example,８時までに来ることができますか/来られますか。,はちじまでにくることができますか/こられますか。,Can you come by 8 o'clock?
8,102,183,Practice,アン（さん）は一人で買い物に行くことができる/できます。 OR アン（さん）は一人で買い物に行ける/行けます。,アン（さん）はひとりでかいものにいくことができる/できます。 OR アン（さん）はひとりでかいものにいける/いけます。,Anne is able to go shopping alone.
8,102,183,Practice,ダン（さん）は日本の歌を歌うことができる/できます。 OR ダン（さん）は日本の歌が歌える/歌えます。,ダン（さん）はにほんのうたをうたうことができる/できます。 OR ダン（さん）はにほんのうたがうたえる/うたえます。,Dan can sing Japanese songs.
8,102,183,Practice,この犬は速く泳ぐことができますか/泳げますか。,このいぬははやくおよぐことができますか/およげますか。,Can this dog swim fast?
8,103,183,Pattern,漢字が読めるようになった/なりました。,かんじがよめるようになった/なりました。,I have reached the point where I can read kanji.
